product_id,stock_units
37489B,134
37489C,293
21564,241
21932,138
21933,283
21100,137
37489A,133
22452,200
22072,147
84534B,104
84536A,57
21905,252
21164,283
47566,48
22624,27
21945,168
71477,21
22414,286
21906,80
22456,291
22116,270
85130A,59
85129C,27
15056P,73
22892,139
22080,156
22948,232
22944,222
22246,165
35967,78
22847,73
22299,88
84849A,200
22304,118
22121,44
21165,166
84559A,197
84559B,111
22137,266
85230B,195
85230F,285
22699,143
22697,107
22306,266
M,136
20676,140
20711,168
20712,150
20717,46
20718,119
20719,192
20726,229
20727,207
20728,79
20734,249
20735,254
20960,94
21078,87
21080,22
21098,236
21210,30
21212,81
21213,56
21215,76
21232,51
21238,255
21239,89
21240,228
21242,168
21329,106
21484,69
21523,38
21524,225
21668,134
21669,246
21670,132
21673,296
21864,242
21866,89
21928,163
21929,136
21930,63
21931,151
21955,124
21976,122
21977,204
22069,102
22075,99
22076,164
22077,263
22080,142
22082,261
22083,85
22086,276
22111,166
22112,283
22114,104
22139,197
22147,215
22149,148
22150,46
22174,148
22326,129
22327,269
22356,63
22367,156
22378,297
22379,94
22384,136
22417,257
22418,111
22426,169
22524,179
22553,147
22554,149
22555,144
22556,111
22631,284
22637,178
22644,221
22645,192
22646,167
22652,250
22654,117
22692,83
22725,289
22726,281
22727,51
22728,32
22729,127
22734,100
22735,230
22736,31
22737,202
22738,144
22739,145
22812,73
22834,56
22835,244
22865,239
22867,72
22910,148
22952,98
35970,152
47559b,137
47580,70
47591d,275
48173c,80
48187,265
79321,57
82494l,62
84029E,85
84030e,268
84031A,214
84031B,194
84032B,243
84347,26
84380,23
84692,250
84987,257
84991,159
84997b,270
84997c,254
84997d,244
85049a,188
85049e,203
85099C,155
85099f,299
85123a,177
22331,75
84849D,169
21446,111
84507C,291
20910,24
82616C,181
82616B,220
21558,178
22409,205
90128B,255
90196B,149
90198B,116
90152B,164
90151,188
20661,237
20652,207
21845,222
22398,127
84877D,208
20657,77
47422,138
21642,276
20658,209
22396,176
47503H,74
72130,91
72128,181
47343A,62
72802A,104
84581,187
84580,252
72807B,287
72802B,22
21054,148
21991,90
POST,95
22339,260
22337,280
84032B,154
84562A,31
21936,205
21040,25
21937,146
22701,56
22359,21
22361,20
22362,194
82011C,103
84865,137
84880,239
21287,128
79337,194
85111,35
22307,296
85078,153
85036B,118
85034C,229
84614A,178
22509,127
90054,78
90145,104
90143,299
90010A,170
90010B,25
90051,120
90050,265
90053,280
22417,69
22586,229
22348,137
20829,80
21224,109
21721,212
84988,299
21947,88
21726,279
22200,294
20699,93
22671,215
85135C,281
84949,138
21876,286
85054,214
85055,130
84924A,246
35810B,143
35241,125
21112,231
17109D,48
21011,241
22853,114
85034B,151
72800D,203
84819,195
90185D,111
90175A,34
22458,208
22459,166
22156,202
22169,114
21754,30
22079,211
90162B,245
90162D,198
21626,213
90167,60
22403,296
11001,213
22563,206
84827,101
20936,262
85174,50
22799,224
22305,22
22666,70
21216,47
84347,40
84898F,207
22415,229
22255,202
22256,272
21447,289
47310M,144
22525,37
22479,240
22478,264
84508B,201
84678,215
21787,160
21774,109
21439,281
21195,285
21555,74
84279P,279
21829,58
22390,132
22483,140
84963A,266
72349B,225
17091J,151
M,200
84993B,149
20686,203
22306,193
22307,42
22568,70
22271,163
85206A,36
22021,146
35965,218
20684,275
84536B,86
84596G,67
21110,46
21445,198
77101A,257
84358,190
22572,78
21294,237
21468,137
22123,196
22939,52
21836,135
21802,161
22598,139
22532,263
21413,252
79149B,197
21682,151
78034B,40
22894,196
79151B,94
21090,62
21209,177
22354,142
21635,166
35471D,224
21351,262
35653,189
85130D,69
15039,198
84978,165
84569D,229
22175,42
84050,87
72351A,59
84921,63
22381,185
84508C,239
90086,67
62018,67
16011,192
85179A,282
21785,280
21650,184
84874B,251
22674,51
85167B,59
22412,218
72051S,131
72799E,237
72799F,50
21864,116
20764,100
84535B,78
47579,62
21723,109
35953,173
84051,292
21187,230
21696,260
22034,194
35598B,149
20980,108
35958,274
75013B,164
22830,169
22684,235
82011B,204
21630,52
21580,196
22231,118
22859,83
22860,262
22093,268
22091,289
21865,135
20748,92
85208,94
22129,144
22808,158
21109,68
20702,295
85187,179
22719,262
22891,251
21683,73
22770,37
22619,22
84563B,138
82613B,106
37446,215
22355,223
37449,173
79190A,164
15034,85
47593B,140
85129D,282
85129B,288
35924,111
20671,263
35004B,102
21903,215
21904,250
21361,278
22843,241
22199,60
84968A,132
22841,33
M,266
37509,93
47369A,236
47369B,26
47367B,253
21695,173
84773,241
21819,167
22817,58
16161U,240
22251,269
22252,75
22069,279
21401,47
84597C,67
51020A,208
51020B,133
21306,101
21311,278
21307,232
85114A,239
21277,85
22475,165
90200E,237
90062,260
21616,263
37461,160
20655,42
20659,257
71459,259
20985,130
84596L,144
84596F,106
22346,25
22344,43
22345,225
85215,294
20676,127
17003,166
22090,108
47590A,194
21121,177
21122,71
85062,282
82484,250
18098C,164
22849,151
22847,213
85016,34
22984,141
85015,110
22134,41
22949,176
85036C,230
85170D,109
21640,109
21202,85
35971,31
21822,147
84531A,207
84531B,47
21910,295
22461,90
22833,244
22690,244
84881,267
21613,287
21693,247
84809A,240
79190D,188
84950,260
22157,222
84795B,24
79191B,134
22831,177
20770,261
20771,150
37327,276
22283,169
85027L,86
M,263
85017C,134
16010,193
35001W,279
84707B,142
21167,183
51008,230
22811,281
21713,39
20802,87
22052,257
20781,290
22389,206
22383,74
72807A,231
22622,121
21889,270
21531,85
22073,202
21527,176
22073,158
15056N,100
16258A,183
20665,195
20713,45
20716,69
20751,256
20782,166
20847,257
20936,118
20985,52
21014,135
21026,219
21039,261
21137,290
21187,95
21291,241
21319,264
21326,225
21355,168
21359,27
21397,77
21506,179
21626,173
21627,228
21632,85
21650,290
21669,96
21677,150
21678,234
21688,124
21726,248
21738,103
21824,212
21882,127
21900,264
21916,221
21937,88
21967,248
21983,257
22079,166
22096,252
22106,150
22108,41
22113,49
22116,79
22150,50
22151,285
22167,173
22221,32
22223,43
22242,95
22282,131
22285,242
22321,39
22328,89
22329,63
22337,267
22344,190
22398,74
22403,46
22416,223
22417,106
22461,43
22464,97
22465,91
22475,254
22505,232
22556,247
22563,69
22572,227
22592,260
22613,24
22633,230
22652,228
22670,211
22684,281
22725,55
22732,86
22750,25
22893,298
22912,35
22924,123
22955,228
22983,163
35648,58
35651,80
35653,196
37447,282
46118,299
46776C,177
46776E,250
48184,140
62094B,146
79066K,245
82486,133
82567,28
82616B,204
84006,83
84078A,215
84228,142
84341B,64
84568,269
84789,161
84813,144
84836,250
84849B,68
85014A,103
85025C,181
85093,40
85096,127
85132B,33
85185B,129
85202,123
85204,206
90001D,154
90013C,162
90014B,279
90059B,259
90085,259
90086,202
90132,194
90140,231
90141B,238
90143,114
90158,191
90183A,297
90183B,128
90199A,124
90201B,109
90212B,214
90214V,48
DOT,144
84712B,175
22279,297
22280,119
20967,45
22372,161
22377,39
22431,43
22433,45
22443,89
22447,145
22450,116
22454,211
22488,293
22495,258
22521,49
22523,120
22579,97
22607,235
22650,28
22653,43
22672,256
22676,88
22677,165
22682,147
22715,227
22733,65
22765,197
22802,132
22849,91
22905,47
22942,107
20986,102
21027,102
21031,291
21042,74
21143,69
21172,249
21253,56
21265,147
21333,225
21358,193
21389,192
21391,105
21403,212
21452,218
21508,167
21534,229
21581,118
21618,126
21625,135
21630,132
21642,273
21673,299
21693,212
21696,193
21719,144
21723,258
21724,151
21812,206
21847,101
21873,93
21878,147
21933,119
21943,95
21947,133
21980,160
22027,49
22093,136
22098,30
22104,116
22209,252
22210,62
22284,62
22322,87
22339,181
22340,211
22965,107
35833G,205
35916A,256
40016,281
46776A,270
47369A,289
48129,211
72351B,32
72598,267
72800E,25
82483,52
84459A,145
84509B,31
84637,84
84865,52
84978,173
84997D,240
85039B,51
85039C,20
85061W,274
85062,287
85066,112
85131A,117
85131C,105
85175,168
85179A,229
85231G,159
90010E,273
90039C,89
90056,216
90081C,139
90096,279
90101,26
90130B,68
90130C,238
90200D,139
90200E,79
DOT,131
10125,150
15044C,100
20728,117
20755,222
20762,97
20803,170
18007,189
21675,242
21720,283
22952,284
84968F,182
79030D,121
21291,214
21289,36
22606,53
37479B,286
37482P,144
20903,54
20897,20
71403,88
21430,60
22683,257
22685,145
21973,28
48188,144
22691,57
47594A,35
21162,127
84926D,107
22233,76
21868,223
21870,276
22486,210
72801G,250
84711A,59
16169N,298
20769,102
35597A,76
47480,169
84522,56
20731,222
35597B,58
21253,228
21366,108
84945,192
21219,215
84596B,42
21226,255
21725,175
79030G,154
79160,193
22203,145
22329,256
72351B,85
21648,85
72131,263
21089,153
21647,41
72122,186
84912A,66
85036A,246
21692,270
21618,126
84569A,29
20775,51
90179C,70
90060D,264
85020,233
22059,240
20861,37
21827,293
79051A,40
85169A,40
22570,281
22569,89
22149,109
M,258
17007B,214
22700,59
10124A,96
21644,259
46000P,76
21638,201
22681,131
21746,169
84916,43
40005B,230
18094C,251
21481,137
22085,283
M,43
47586A,180
85183B,281
46115B,293
84975,48
22816,27
21336,189
15044C,110
22673,219
22788,231
22849,154
21262,270
22050,70
22834,264
21680,32
20819,158
35598D,277
84925F,124
21812,225
22777,121
22535,144
21547,212
17021,65
16169K,165
20832,289
21001,282
21028,32
21124,206
21162,231
21163,84
21171,232
21204,233
21222,169
21239,291
21251,47
21363,41
21367,205
21375,136
21377,85
21379,88
21401,77
21448,80
21470,209
21595,37
21683,255
21715,103
21730,282
21744,278
21901,242
21907,46
21932,213
22029,114
22101,250
22170,208
22192,291
22199,73
22217,281
22295,180
22307,70
22327,125
22333,258
22366,37
22441,211
22445,281
22474,182
22525,184
22585,185
22597,113
22610,52
22660,255
22674,262
22718,157
22771,90
22784,51
22797,85
22817,120
22840,105
22859,231
22914,245
22923,146
22939,25
22942,263
35914,49
37444A,212
37462E,207
37474,31
47021G,66
47367B,254
47471,84
47481,36
47503H,279
47504K,102
72051S,82
72818,121
84313B,282
84406B,84
84422,270
84429A,116
84509C,292
84510C,117
84519A,58
84569A,107
84569D,155
84596F,96
84840,72
84916,105
84917,125
84997A,88
84997B,258
85020,253
85034C,128
85035A,106
85035C,277
85049C,256
85078,246
85087,198
85094,221
85125,68
90013A,92
90059A,245
90059E,299
90073,118
90074,193
90104,204
90129C,182
90129D,33
90129E,26
90160C,261
90161D,233
90175B,201
90177D,20
90184C,141
90185A,58
90208,132
DOT,251
15044B,188
15044D,212
18007,216
20652,268
M,156
84707A,110
21617,48
21001,92
21000,245
22693,258
20782,83
21397,110
35646,53
47574A,46
71279,131
72819,39
84665,44
21756,212
22469,66
22470,210
20675,187
20677,245
20750,296
21174,138
21244,179
21428,216
21537,210
21907,172
21908,250
82600,136
20857,80
22908,208
21627,202
22379,260
17091J,176
22776,203
22795,295
22890,25
21259,122
84978,135
72130,188
22457,169
85064,127
84832,195
84692,275
48184,226
48111,243
22697,281
22682,181
22680,107
22681,187
22679,81
22686,193
22683,290
22676,175
22625,110
22624,59
22619,95
22520,222
22524,62
22502,185
22501,298
22476,96
22473,78
22474,203
22472,91
22514,211
22516,261
22432,69
22428,186
22427,157
22376,20
22375,74
22372,187
22371,298
22620,226
22109,66
22367,166
22366,69
22364,75
22362,189
22360,121
22361,186
22359,203
22353,279
22350,116
22327,293
21116,24
22202,122
22550,276
21912,162
21891,118
21559,199
21531,181
20726,74
20652,98
20615,249
M,28
22498,172
22199,87
84725,47
37479P,296
21534,46
21843,164
22515,297
22518,266
22567,258
85152,99
22101,132
22545,247
22544,147
22529,282
17038,180
21012,217
84912B,149
84388,244
17084J,72
84968D,80
22613,93
72800E,46
22211,138
22903,142
22026,248
20839,171
22139,23
37340,45
85167B,47
21171,202
85232D,129
20780,262
21187,44
21704,237
21586,116
21587,108
22178,225
22762,239
21773,128
AMAZONFEE,299
84352,199
15039,99
15056BL,286
16052,228
16219,200
18097C,60
20674,51
20675,160
20677,119
20763,204
20801,47
20829,62
20866,290
20892,284
21064,187
21065,25
21114,190
21136,140
21161,206
21167,77
21316,88
21380,54
21413,188
21415,80
21441,191
21509,218
21666,214
21741,124
21849,114
21850,93
21877,139
22088,141
22123,171
22293,110
22532,86
22535,214
22543,101
22608,63
22615,230
22621,286
22623,29
22683,253
22685,132
22686,166
22712,275
22773,90
22789,105
22815,268
22846,92
22880,268
22883,200
22889,178
35646,155
35809A,33
35833P,258
37500,41
37501,100
72349B,116
72819,284
79144B,275
79144C,31
84352,217
84596B,226
84596E,185
84596G,157
84596L,45
84625C,146
84744,58
84968F,67
85129C,292
85130B,226
85170C,69
90000B,165
90003B,88
90005A,192
90019C,142
90087,296
90168,89
90169,234
90185C,278
90187B,265
90202C,96
90210C,208
DOT,253
21232,242
21381,283
21427,177
21452,42
21556,213
21934,49
21989,114
22068,250
22079,108
22081,48
22084,221
22090,76
22113,244
22377,238
22491,135
22528,155
22551,138
22694,46
22730,142
22732,125
22733,188
48189,284
84989a,133
20677,105
20685,283
15056n,39
20828,116
21410,57
21494,72
21814,69
21889,60
22181,158
22468,35
22516,297
22896,77
22900,212
37340,222
DOT,109
21579,71
21609,75
21623,75
21867,74
84559b,152
84660c,114
85114c,33
85173,158
DOT,251
20978,37
21967,64
21993,58
22314,143
22513,127
72351a,191
84510c,259
84596b,256
84915,91
85035c,88
85119,227
85132a,77
DOT,103
20996,127
21033,71
21918,189
21992,183
22385,31
22614,212
22630,244
22679,74
22681,184
22875,95
47570b,177
84558a,278
DOT,70
21689,127
84247E,90
20762,86
85170B,57
84596J,144
85170A,58
22803,157
85059,144
84497,218
84813,191
37501,288
22377,118
85026B,121
90175D,46
82484,26
22830,217
22189,240
22188,252
21623,60
22765,72
22507,190
21769,158
85064,146
22833,212
84763,253
22256,139
22341,36
22435,64
22512,152
22533,221
22599,147
22611,251
22714,112
22716,115
22774,47
22873,59
22913,153
35924,196
37467,44
40001,82
82494L,228
84251B,206
84683,36
84846A,236
84884A,135
84927D,23
85040A,276
85213,78
90001C,134
90019A,114
90023,269
90027A,170
90170,269
90186B,201
90198A,260
90211B,37
90214K,40
90214M,197
90214P,60
90214Z,112
DOT,132
15034,191
20663,240
20777,49
20794,117
20802,205
21033,206
21269,196
21306,130
21324,295
21398,109
21578,214
21680,142
21713,36
21714,272
21746,42
21792,25
21794,35
22176,69
22158,196
22111,38
82001S,184
22625,126
22915,113
22495,79
85176,226
90212B,79
90212C,210
22207,31
22708,151
22048,189
22057,204
37447,65
22930,108
22931,158
22932,42
22937,215
22710,264
22051,171
22936,83
22935,188
21463,160
22789,239
21313,242
21735,272
20716,104
22167,62
47348A,140
90214C,104
90214B,220
90214K,180
85039C,175
20996,140
21686,124
22932,147
22935,155
22931,125
22930,80
85024C,98
71038,128
48173C,215
22688,28
84613C,212
84828,222
84910A,151
20763,225
22144,69
21201,52
21246,28
21376,290
21375,299
21205,161
20618,144
21896,113
22509,78
22265,287
47420,178
21931,100
22386,286
20712,135
22385,51
85099F,122
20711,258
20713,83
22510,175
48116,294
72709,96
72132,68
85118,71
35968,168
85067,130
22761,97
22762,285
22063,97
90184B,74
90184A,69
M,134
84415B,283
20906,78
22083,278
21098,139
21275,173
47566,253
90173,25
22513,37
71496A,131
71495B,46
78124,218
37500,233
37343,288
71279,203
72802B,121
72802C,213
79403,111
84251G,31
84508C,240
84993A,21
85124C,256
85129B,152
90034,269
90040C,271
90059D,63
90089,292
90120A,160
90201D,261
DOT,24
17013D,207
17091J,243
17096,285
20766,188
20775,27
20998,260
21058,88
21078,180
21125,294
21126,98
21285,194
21417,94
21430,68
21442,76
21657,240
21668,284
21717,244
21749,159
21750,138
21785,170
21804,181
21819,179
22025,40
22035,80
22097,139
22164,209
22180,243
22264,101
22292,185
22306,98
22349,267
22385,229
22480,168
22538,33
22541,218
22559,126
22641,161
22647,185
22690,82
22701,175
22778,175
22819,284
22166,64
22145,154
22163,193
21215,297
85048,77
20761,238
51008,186
85118,37
85230G,247
16014,217
35833P,170
71215,266
20886,26
20695,149
20892,111
22324,85
22820,269
16168M,275
22644,34
22645,246
84952A,35
21846,200
22487,194
84706D,71
22828,88
22827,256
21281,137
22591,64
22171,233
21361,237
21755,43
22703,194
22605,261
48188,176
22804,176
21684,184
79000,221
84247L,167
22937,43
85170C,195
22516,205
22523,33
22521,29
22698,39
85053,172
84875B,66
84876D,280
90211B,129
84192,153
22560,226
21190,102
21628,72
22779,38
22951,140
22956,210
22254,172
22769,35
21615,269
22236,166
22933,135
22689,37
85107,142
22741,279
21051,178
21382,190
44234,129
44235,274
75131,267
40003,226
84360,192
47480,238
79190B,32
82001S,91
90036D,58
22830,86
22154,239
20707,118
20854,129
20897,75
21094,226
21106,95
21120,266
21264,58
21284,136
21556,146
21561,83
21670,102
21672,137
21880,160
21902,59
22026,163
22089,197
22152,112
22201,138
22243,112
22269,65
22315,160
22439,268
22526,105
22585,274
22671,224
22700,268
22763,123
22767,238
22903,185
22907,140
22984,123
35241,152
72760B,48
79190A,105
79190B,85
84012,270
84247G,91
84674,107
84678,133
84707B,261
84877D,53
84952A,48
84952C,280
85035B,157
85180B,217
90010B,80
90030B,156
90030C,159
90039B,102
90039D,123
90093,57
90128A,109
90128B,201
90128C,58
90128D,245
90161C,228
90174,193
90188,68
90210B,115
90214O,38
DCGS0076,77
DOT,259
16015,83
16008,31
37444B,131
37333,277
20778,104
20758,232
85039B,239
85040B,175
21535,181
22319,256
21284,124
22824,209
17084N,239
17084P,113
21128,277
21132,72
84818,190
21879,262
35001W,223
90192,256
90033,31
85008,83
84913B,192
84913A,86
84915,159
84843,209
22236,46
85032A,246
85032C,30
35648,114
M,201
21985,252
22414,73
22663,286
35809a,245
48116,26
72817,178
79066k,222
84536b,254
84968a,242
DOT,263
20998,59
21018,83
21144,165
21179,22
21317,252
21836,40
22120,239
72815,145
84510a,114
84968e,242
85035a,57
DOT,278
21807,278
21895,253
22885,93
84660b,77
DOT,298
22838,98
DOT,273
84356,229
22734,229
47578A,129
22679,222
22416,216
21562,45
84228,126
22419,239
22856,217
22934,235
21181,284
16048,222
20618,31
20764,142
20932,42
21467,196
21518,138
21624,299
21676,129
22166,138
22194,89
22263,67
22279,60
22305,83
22346,267
22496,120
22529,144
22564,138
22598,258
22689,93
22922,207
22953,218
46776F,90
48173C,72
84509E,156
84510E,254
84748,215
84968D,222
85184C,247
90070,130
90147,100
90185B,56
90201C,290
DOT,229
22607,233
37475,119
84951A,236
84951B,292
22308,207
22053,79
22317,238
48116,61
21131,137
20654,177
17165D,143
21442,53
22291,234
15058A,218
20868,40
21189,156
84820,252
85006,221
84821,108
84638,264
84637,152
84508A,21
22229,22
16236,59
22228,188
16169P,261
90081C,30
16054,155
84595E,231
84459B,31
35915B,188
85086A,200
22628,25
21781,183
21261,39
85084,31
81950V,129
21942,51
17012D,77
17012B,75
17012E,277
17012F,36
84683,71
84609,278
84375,185
22690,191
84754,31
72351B,173
22055,129
84631,219
84799,190
35004P,254
21454,136
22201,231
15058B,137
22621,139
84789,124
22393,177
22391,139
21122,34
21159,288
21318,269
21418,129
21420,102
21428,232
21465,253
21818,56
21868,287
21896,115
22063,49
22127,195
22158,43
22158,137
22190,35
22211,284
22286,128
22287,116
22341,91
22342,69
22362,275
22442,129
22500,93
22557,95
22634,102
22754,225
22821,185
22842,110
22855,169
22931,179
22933,250
22944,284
35004B,105
35609A,238
35610C,210
35648,87
46776D,239
72803A,294
84688,86
84712B,29
84920,155
84931A,105
84945,259
84968E,290
85178,194
85211,228
90031,284
90040A,55
90082D,145
90125B,238
90125D,53
90175A,89
DCGS0003,263
DOT,299
21211,139
22078,117
22328,205
22691,53
22746,67
47599B,58
21166,230
21903,165
82583,136
21165,204
84596G,181
84596F,239
84596E,135
84596B,258
84380,291
47559B,98
35924,36
22064,22
37450,276
48185,218
37447,272
21231,176
22065,225
85230E,131
22826,130
22852,35
72802C,246
72802A,274
22105,184
22102,180
22834,167
85071B,91
16225,112
16033,221
20830,201
20831,227
22420,25
21944,282
22677,243
84509C,66
90186B,231
90190C,156
90003D,283
90003C,170
90067A,161
90003B,209
21285,199
21378,233
85032B,217
22857,214
22024,242
22025,234
22028,158
22718,157
21218,137
22858,79
22861,26
22896,146
22549,148
22088,38
84988,154
22661,294
22623,278
22230,156
22232,154
21717,171
20793,242
17096,176
16218,293
20664,268
47593A,253
20670,91
21943,179
21946,185
20666,218
21846,144
20735,45
22055,239
82605,91
22473,285
85136B,126
70006,129
22511,145
84882,31
85031A,282
21463,234
22546,250
16216,249
84660B,183
21912,62
22550,85
21888,282
22561,97
22635,191
21248,119
20663,24
21736,38
22363,123
84922,58
85040A,88
90036E,188
90160A,181
90160B,173
90161B,268
90160C,282
90160D,58
82011A,228
20801,218
21876,78
22638,256
85183A,237
17038,215
20767,196
20781,295
21194,164
21245,73
21504,62
21972,211
22222,206
22281,293
22316,153
22448,135
22498,146
22887,248
22910,242
84849D,205
84876B,179
84876D,57
84997C,130
85111,212
85183B,197
90005A,160
90126A,74
90152B,159
90190B,258
DOT,145
21340,210
85035B,268
85035C,285
72349B,219
35610B,153
35610C,136
84927E,168
22941,34
84816,251
84818,82
22184,197
22891,86
85184C,285
90129A,152
90120D,142
70007,185
22700,96
22512,136
22378,136
22377,288
21882,138
21880,225
21879,261
21873,42
10135,159
10125,223
22702,126
22346,209
22345,286
22344,62
22343,83
22222,29
22117,46
21883,105
21621,239
22289,246
22343,272
22408,222
20704,155
20818,95
21199,69
21293,44
21364,135
22638,291
22640,57
22642,37
22643,43
22692,87
22703,88
22853,62
22931,188
37327,285
37479P,22
37482P,184
71495A,287
84519B,77
84584,42
84843,209
84906,295
84968A,216
85032B,235
85034A,204
85034B,86
85124B,238
85179C,112
85183A,26
85188B,219
90076,130
90164A,216
90164B,102
90178A,221
90184B,94
DOT,286
85015,126
22952,57
21539,270
84212,179
22604,245
22639,129
22642,45
22600,229
72780,276
21619,132
22954,103
22611,241
22675,170
22792,153
22047,224
22214,193
90162C,189
90078,212
90014B,188
90147,110
90032,95
21955,171
22610,234
21662,201
21658,293
21664,205
21331,133
20846,56
21666,93
20847,32
20848,151
20826,110
21145,222
22723,210
22722,69
22720,291
84575A,204
84313C,253
84313B,69
90125D,84
21473,275
75131,287
90210B,132
90210A,43
20704,212
21065,210
21109,236
21110,238
21111,273
21112,253
22074,119
22471,187
22655,83
84509G,266
84519A,224
84820,261
84819,263
84823,258
85034B,198
85034C,270
85169A,281
85169B,265
85169D,277
85170B,172
85170C,135
85170D,64
90057,134
90210C,149
90210D,125
17091A,30
84625A,199
84625C,257
22371,216
22374,143
22375,48
22656,253
20802,201
20803,259
21619,204
22342,86
22782,129
22783,195
84766,143
22784,219
22193,264
21651,163
35095B,105
22180,56
18098C,218
20860,24
84711B,201
22887,235
22884,203
22961,279
22665,128
47567B,253
M,293
21620,225
21615,67
22504,50
84817,101
84821,80
22512,205
84927A,68
22932,210
22937,264
22721,121
20622,295
21884,200
22481,277
35651,126
84915,266
84916,225
84917,136
84826,60
85036C,266
21442,231
M,179
22906,289
M,110
22711,171
22522,183
22520,247
22701,58
22270,94
85195,67
21188,171
21109,149
85194L,204
84660A,72
84509E,262
84356,293
82613C,137
82613B,123
75178,298
75011,118
47504K,223
47504H,98
47503A,32
35646,179
22889,169
22888,132
22887,71
22886,57
22885,71
22884,285
22883,156
22882,106
22881,72
22880,268
22879,104
22647,213
22609,56
22608,160
22116,173
21632,239
21631,92
20705,42
22252,166
21355,166
90125D,275
90125A,90
85180B,32
85180A,277
85173,183
85159B,249
85159A,268
84951B,153
84951A,24
84660C,42
22966,143
22922,183
22963,56
22722,255
22720,238
21319,164
22141,283
20931,43
79403,219
22667,265
22204,112
90058B,276
21650,228
84597B,67
17084R,156
84688,263
22508,184
21949,128
21559,194
22356,59
20617,42
62094B,181
84616,267
84827,127
84666,187
22734,56
21479,73
21671,202
21672,258
21972,205
22112,46
22151,78
22356,131
22557,252
22748,196
22303,201
22698,24
84796a,287
DOT,170
20871,89
21160,54
21186,184
21248,84
21311,243
22162,91
DOT,108
22509,224
DOT,113
20768,277
48138,44
72801d,59
85114a,37
DOT,112
84673A,199
84673B,129
21749,268
17013D,95
22465,173
82613D,245
22486,28
21386,180
21066,252
22223,256
90185A,106
90146,271
90161D,80
90161C,147
90129C,278
90129B,243
22269,272
85039A,291
85150,159
22170,88
22310,197
22077,94
22813,238
21703,297
22493,255
21200,141
21206,247
22257,267
22258,83
22259,47
22264,180
35610A,168
35817P,46
22788,284
85141,172
21656,214
35599B,174
84279P,55
21717,191
90042A,146
90136,42
90060B,204
90035A,36
90133,189
90179A,38
79329,107
85146,37
22033,91
22032,39
84751B,253
84507B,174
35957,295
22774,266
22773,241
22772,49
22771,257
21670,91
21671,33
21672,69
21673,181
22503,106
M,260
85211,148
22403,211
84620,66
16225,26
85174,31
22108,236
85212,279
84929,95
17012C,291
21194,148
21792,120
21707,143
17014A,278
17012E,138
17012A,141
17012B,112
17012C,37
17012F,234
22868,180
22877,186
22878,91
22874,95
22870,173
22875,271
22873,31
22872,167
22869,227
22871,38
22302,106
22840,157
47594B,206
21196,238
21199,52
M,29
22218,270
22970,76
84884A,84
22360,200
21195,174
90209C,101
22295,155
22294,256
22768,29
22693,113
22303,210
35001W,218
35001G,132
85180A,141
22062,184
22040,211
22174,169
85150,207
21166,91
85152,216
22693,177
21181,213
21181,152
72807A,106
72807C,73
72807B,41
21348,213
22302,207
22971,68
20733,29
84877B,149
84877D,83
84078A,53
84926F,168
21558,79
21400,102
35911A,294
85031C,215
20801,227
35651,166
84012,289
84917,266
22649,217
84613A,64
90194,254
90012B,174
22342,72
21043,154
22389,208
22395,42
37342,176
37327,136
84813,222
85036B,41
85169C,152
85169D,116
10133,122
21774,162
21773,276
21208,145
84750B,284
21425,169
22108,274
85059,46
85054,263
22643,56
22641,274
22640,56
22394,270
22393,282
22391,224
22390,267
22263,51
22190,47
21616,285
21617,90
21618,296
22396,257
35648,281
84012,93
16219,157
21279,171
16048,100
22510,63
22580,270
22150,290
22769,203
21391,163
72800C,63
17011F,78
17012A,43
35809A,223
35810A,107
21491,274
22971,168
22970,208
22988,198
21535,81
20616,47
20619,54
20622,232
21633,56
21881,244
84519B,199
35607A,31
22410,220
21389,29
M,286
21213,45
72818,250
84859A,279
85103,264
85031B,242
21348,206
21286,82
22249,227
22407,264
22692,117
84584,210
20696,32
35914,168
20794,138
85205B,110
79067,225
22929,114
85163A,236
85163B,272
84849A,273
85088,84
85215,233
90201A,283
90202A,213
90206A,68
DOT,254
20903,126
21109,206
21242,110
21244,269
21471,82
21622,67
21739,148
22446,163
22874,284
22911,160
47570B,46
84247L,100
15056P,39
18094C,294
21054,215
21275,63
21472,148
21620,280
22215,239
22285,274
22680,180
22829,285
47480,257
72122,73
75178,76
84507C,128
84600,53
84857C,49
85170B,245
90144,43
90165B,42
90185D,215
90186A,133
DOT,53
20694,109
20869,40
20954,54
21383,221
21422,196
21455,176
21817,254
22206,24
22424,281
22514,247
22520,166
22522,256
22720,252
22722,147
22932,96
35810A,132
35933,31
35953,113
47310M,209
72127,37
85019A,237
85019C,97
85059,176
85208,36
85232A,213
90027B,68
90122A,81
90197B,292
DOT,103
72225C,34
85232A,263
22810,138
22309,187
84674,214
21424,202
22221,298
22223,119
46000U,145
21698,181
35400,77
22937,109
22971,274
84924A,105
85163B,155
90033,144
90072,192
90214T,149
DOT,171
20749,279
20934,92
21200,166
21374,274
21390,65
21402,147
21628,161
22031,23
22135,72
22426,254
22313,109
22434,169
22440,44
22832,213
22857,35
22879,29
22930,299
22970,117
47585A,108
84313C,233
84631,202
84881,134
84951A,153
84951B,132
90011D,132
90012A,220
90042C,155
90133,57
90141C,244
90142A,126
90165A,24
90177B,113
90202D,242
DOT,88
20830,243
20893,101
21294,239
21331,244
90177D,86
